"Date"	"Fish"	"Speed"	"Coherency"	"Response"	"Treatment"	"frame"	"zc"	"xpos"	"ypos"	"z.spd"	"z.accl"	"orientation"	"turnangle.c"	"tortuosity"	"zone"	"CDT.x"	"CDT.y"	"CDT"	"CTT"	"CTTxZONE"
2015-03-04	3	1	0.33	1	2	23	973.5+300.5i	974	300	3.30141787721579	0.168137255737321	1.89254688119154	0.179853499792478	0.0261004523507169	"HOLDING"	-8	166	166.192659284338	1.83333333333333	1.83333333333333
2015-03-04	3	1	0.33	1	2	24	970.5+309.5i	970	310	3.30141787721579	0	1.89254688119154	0	0.0265806971745755	"HOLDING"	-12	176	176.4086165696	1.91666666666667	1.91666666666667
2015-03-04	3	1	0.33	1	2	25	970.5+315.5i	970	316	2.088	0.242683575443158	1.5707963267949	0.321750554396642	0.0257852636510676	"HOLDING"	-12	182	182.395175374789	2	2
2015-03-04	3	1	0.33	1	2	26	970.5+324.5i	970	324	3.132	0.2088	1.5707963267949	0	0.0246769145816003	"HOLDING"	-12	190	190.378570222596	2.08333333333333	2.08333333333333
2015-03-04	3	1	0.33	1	2	27	967.5+339.5i	968	340	5.32337637219087	0.438275274438173	1.76819188664478	0.197395559849881	0.0235375185921078	"HOLDING"	-14	206	206.475180106472	2.16666666666667	2.16666666666667
2015-03-04	3	1	0.33	1	2	28	964.5+351.5i	964	352	4.30452227314484	0.203770819809206	1.81577498992176	0.0475831032769833	0.0230473319430935	"HOLDING"	-18	218	218.741856991295	2.25	2.25
2015-03-04	3	1	0.33	1	2	29	961.5+363.5i	962	364	4.30452227314484	0	1.81577498992176	0	0.0225260637604151	"HOLDING"	-20	230	230.867927612304	2.33333333333333	2.33333333333333
2015-03-04	3	1	0.33	1	2	30	958.5+375.5i	958	376	4.30452227314484	0	1.81577498992176	0	0.021990250193078	"HOLDING"	-24	242	243.187170714246	2.41666666666667	2.41666666666667
2015-03-04	3	1	0.33	1	2	31	955.5+387.5i	956	388	4.30452227314484	0	1.81577498992176	0	0.0214511188851928	"HOLDING"	-26	254	255.327241006517	2.5	2.5
2015-03-04	3	1	0.33	1	2	32	955.5+393.5i	956	394	2.088	0.443304454628968	1.5707963267949	0.244978663126864	0.0210825884660827	"HOLDING"	-26	260	261.296766149143	2.58333333333333	2.58333333333333
2015-03-04	3	1	0.33	1	2	33	955.5+401.5i	956	402	2.784	0.1392	1.5707963267949	0	0.0206085476883084	"HOLDING"	-26	268	269.258240356725	2.66666666666667	2.66666666666667
2015-03-04	3	1	0.33	1	2	34	949.5+414.5i	950	414	4.98260173002017	0.439720346004034	2.00320410236543	0.432407775570538	0.022215077566168	"HOLDING"	-32	280	281.822639260937	2.75	2.75
2015-03-04	3	1	0.33	1	2	35	943.5+429.5i	944	430	5.62211205864842	0.12790206572565	1.95130270390726	0.0519013984581731	0.0228125185987355	"HOLDING"	-38	296	298.429221089356	2.83333333333333	2.83333333333333
2015-03-04	3	1	0.33	1	2	36	937.5+444.5i	938	444	5.62211205864842	0	1.95130270390726	0	0.0231785448782051	"HOLDING"	-44	310	313.10701046128	2.91666666666667	2.91666666666667
2015-03-04	3	1	0.33	1	2	37	934.5+453.5i	934	454	3.30141787721579	0.464138836286527	1.89254688119154	0.0587558227157225	0.0229669202154837	"DECISION"	-48	320	323.579974658507	3	0
2015-03-04	3	1	0.33	1	2	38	931.5+465.5i	932	466	4.30452227314484	0.20062087918581	1.81577498992176	0.0767718912697781	0.0223065409096408	"DECISION"	-50	332	335.743950057183	3.08333333333333	0.0833333333333333
2015-03-04	3	1	0.33	1	2	39	928.5+480.5i	928	480	5.32337637219087	0.203770819809206	1.76819188664478	0.0475831032769833	0.0213986480804215	"DECISION"	-54	346	350.188520657088	3.16666666666667	0.166666666666667
2015-03-04	3	1	0.33	1	2	40	928.5+495.5i	928	496	5.22	0.0206752744381735	1.5707963267949	0.197395559849881	0.0209824653263521	"DECISION"	-54	362	366.005464440082	3.25	0.25
2015-03-04	3	1	0.33	1	2	41	928.5+513.5i	928	514	6.264	0.2088	1.5707963267949	0	0.0204815386632965	"DECISION"	-54	380	383.817665044224	3.33333333333333	0.333333333333333
2015-03-04	3	1	0.33	1	2	42	928.5+531.5i	928	532	6.264	0	1.5707963267949	0	0.0199849162252481	"DECISION"	-54	398	401.646610840923	3.41666666666667	0.416666666666667
2015-03-04	3	1	0.33	1	2	43	927.5+543.5i	928	544	4.19047491341972	0.414705017316056	1.65393755868334	0.0831412318884412	0.0194470731182462	"DECISION"	-54	410	413.540808143525	3.5	0.5
2015-03-04	3	1	0.33	1	2	44	922.5+558.5i	922	558	5.50236312869298	0.262377643054652	1.89254688119154	0.238609322508201	0.0193738206848751	"DECISION"	-60	424	428.224240322754	3.58333333333333	0.583333333333333
2015-03-04	3	1	0.33	1	2	45	919.5+570.5i	920	570	4.30452227314484	0.239568171109628	1.81577498992176	0.0767718912697781	0.0189923510673394	"DECISION"	-62	436	440.38619415236	3.66666666666667	0.666666666666667
2015-03-04	3	1	0.33	1	2	46	913.5+582.5i	914	582	4.66890993701956	0.0728775327749448	2.0344439357957	0.218668945873942	0.0198931507127631	"DECISION"	-68	448	453.131327542027	3.75	0.75
2015-03-04	3	1	0.33	1	2	47	910.5+591.5i	910	592	3.30141787721579	0.273498411960755	1.89254688119154	0.141897054604164	0.0197808301266581	"DECISION"	-72	458	463.624848341846	3.83333333333333	0.833333333333333
2015-03-04	3	1	0.33	1	2	48	907.5+600.5i	908	600	3.30141787721579	0	1.89254688119154	0	0.0196616785133025	"DECISION"	-74	466	471.838955577006	3.91666666666667	0.916666666666667
2015-03-04	3	1	0.33	1	2	49	904.5+612.5i	904	612	4.30452227314484	0.20062087918581	1.81577498992176	0.0767718912697781	0.0192624413643946	"DECISION"	-78	478	484.32220680039	4	1
2015-03-04	3	1	0.33	1	2	50	901.5+621.5i	902	622	3.30141787721579	0.20062087918581	1.89254688119154	0.0767718912697781	0.0191415147068251	"DECISION"	-80	488	494.513902736819	4.08333333333333	1.08333333333333
2015-03-04	3	1	0.33	1	2	51	899.5+630.5i	900	630	3.20840147113792	0.0186032812155726	1.78946527266884	0.1030816085227	0.0188246328163558	"DECISION"	-82	496	502.732533261972	4.16666666666667	1.16666666666667
2015-03-04	3	1	0.33	1	2	52	898.5+636.5i	898	636	2.11680136054378	0.218320022118829	1.73594500420952	0.053520268459315	0.0186037855137596	"DECISION"	-84	502	508.979370898271	4.25	1.25
