Date	Fish	Speed	Coherency	Decision	Frame	xpos	ypos	z.spd	turnangle.c	zone	CDT.y	CDT	CTTxZONE
2015-04-06	5	1	0	1	1	978	138	NA	NA	HOLDING	0	0	0
2015-04-06	5	1	0	1	2	992	150	6.41680294227585	NA	HOLDING	12	18.44	0.08
2015-04-06	5	1	0	1	3	1006	166	7.382194795587557	0.07677189126977801	HOLDING	28	39.6	0.17
2015-04-06	5	1	0	1	4	1024	180	8.153900661646547	0.09065988720074514	HOLDING	42	62.29	0.25
2015-04-06	5	1	0	1	5	1040	192	6.684861703879894	0.01999733397315051	HOLDING	54	82.22	0.33
2015-04-06	5	1	0	1	6	1052	204	5.905755836470044	0.11065722117389565	HOLDING	66	99.16	0.42
2015-04-06	5	1	0	1	7	1064	216	5.905755836470044	0	HOLDING	78	116.1	0.5
2015-04-06	5	1	0	1	8	1064	240	8.352	0.7853981633974483	HOLDING	102	133.42	0.58
2015-04-06	5	1	0	1	9	1054	256	6.087513778218493	0.540419500270584	HOLDING	118	140.36	0.67
2015-04-06	5	1	0	1	10	1042	270	6.684861703879894	0.1343214419529688	HOLDING	132	146.7	0.75
2015-04-06	5	1	0	1	11	1034	286	6.3884307932386655	0.16235148191281512	HOLDING	148	158.24	0.83
2015-04-06	5	1	0	1	12	1032	310	8.034203880908176	0.4256511216347525	HOLDING	172	180.28	0.92
2015-04-06	5	1	0	1	13	1032	332	7.656	0.08673833867598524	HOLDING	194	201.38	1
2015-04-06	5	1	0	1	14	1034	364	11.157728801149453	0.06241880999595728	HOLDING	226	232.83	1.08
2015-04-06	5	1	0	1	15	1040	396	11.672274842548902	0.11743468979652083	HOLDING	258	265.35	1.17
2015-04-06	5	1	0	1	16	1046	430	11.672274842548902	0	HOLDING	292	299.81	1.25
2015-04-06	5	1	0	1	17	1048	452	7.7268539522887325	0.044325785806977436	HOLDING	314	321.71	1.33
2015-04-06	5	1	0	1	18	1048	492	14.268	0.13552771398550068	DECISION	354	360.85	0
2015-04-06	5	1	0	1	19	1048	526	11.484	0	DECISION	388	394.26	0.08
2015-04-06	5	1	0	1	20	1048	562	12.528	0	DECISION	424	429.74	0.17
2015-04-06	5	1	0	1	21	1046	594	11.5313569019435	0.09065988720074514	DECISION	456	461.04	0.25
2015-04-06	5	1	0	1	22	1042	630	12.571424740259156	0.00751865531230389	DECISION	492	496.15	0.33
2015-04-06	5	1	0	1	23	1036	664	12.080162250566008	0.11990398536502389	DECISION	526	529.19	0.42
2015-04-06	5	1	0	1	24	1030	714	17.486783580750348	0.10337656476230306	DECISION	576	578.34	0.5
2015-04-06	5	1	0	1	25	1030	764	17.4	0.09966865249116208	DECISION	626	628.16	0.58
2015-04-06	5	1	0	1	26	1032	804	13.924349320524817	0.024994793618920097	DECISION	666	668.19	0.67
2015-04-06	5	1	0	1	27	1054	840	14.866566516852501	0.5435297541121198	DECISION	702	706.1	0.75
2015-04-06	5	1	0	1	28	1080	874	14.407368114961178	0.07980744135622075	DECISION	736	743.03	0.83
2015-04-06	5	1	0	1	29	1106	892	11.00472625738596	0.31691967410266586	DECISION	754	764.79	0.92
2015-04-06	1	1	0	1	1	862	140	NA	NA	HOLDING	0	0	0
2015-04-06	1	1	0	1	2	862	150	3.4799999999999995	NA	HOLDING	10	10	0.08
2015-04-06	1	1	0	1	3	862	168	6.264	0	HOLDING	28	28	0.17
2015-04-06	1	1	0	1	4	862	190	7.308000000000001	0	HOLDING	50	50	0.25
2015-04-06	1	1	0	1	5	862	204	5.22	0	HOLDING	64	64	0.33
2015-04-06	1	1	0	1	6	862	220	5.22	0	HOLDING	80	80	0.42
2015-04-06	1	1	0	1	7	866	234	5.323376372190867	0.19739555984988066	HOLDING	94	94.09	0.5
2015-04-06	1	1	0	1	8	874	258	8.919939910111504	0.16137511042069153	HOLDING	118	118.61	0.58
2015-04-06	1	1	0	1	9	884	282	8.919939910111504	0	HOLDING	142	143.69	0.67
2015-04-06	1	1	0	1	10	892	306	8.919939910111504	0	HOLDING	166	168.69	0.75
2015-04-06	1	1	0	1	11	898	324	6.602835754431576	0.03702011587393006	HOLDING	184	187.49	0.83
2015-04-06	1	1	0	1	12	900	354	10.097998217468648	0.2872814533971342	HOLDING	214	217.35	0.92
2015-04-06	1	1	0	1	13	902	378	8.727795597973179	0.045360884712729366	HOLDING	238	241.34	1
2015-04-06	1	1	0	1	14	908	408	10.646752744381734	0.11756557413764335	HOLDING	268	271.92	1.08
2015-04-06	1	1	0	1	15	910	432	8.416997089223685	0.0730405653031192	HOLDING	292	295.92	1.17
2015-04-06	1	1	0	1	16	912	468	12.532832401336899	0.09658435795334053	DECISION	328	331.79	0
2015-04-06	1	1	0	1	17	912	502	11.484	0.02777063659342094	DECISION	362	365.44	0.08
2015-04-06	1	1	0	1	18	914	534	11.505071577352313	0.060532019782107094	DECISION	394	397.42	0.17
2015-04-06	1	1	0	1	19	914	558	8.352	0.060532019782107094	DECISION	418	421.22	0.25
2015-04-06	1	1	0	1	20	914	582	8.352	0	DECISION	442	445.05	0.33
2015-04-06	1	1	0	1	21	914	606	8.352	0	DECISION	466	468.89	0.42
2015-04-06	1	1	0	1	22	912	636	10.463174279347543	0.06656816377582397	DECISION	496	498.51	0.5
2015-04-06	1	1	0	1	23	910	662	9.05468983455535	0.02812557375463598	DECISION	522	524.2	0.58
2015-04-06	1	1	0	1	24	910	688	8.7	0.038442590021187995	DECISION	548	550.1	0.67
2015-04-06	1	1	0	1	25	904	712	8.609044546289676	0.24497866312686423	DECISION	572	573.54	0.75
2015-04-06	1	1	0	1	26	892	752	14.968045964654172	0.0620670688919267	DECISION	612	612.73	0.83
2015-04-06	1	1	0	1	27	884	778	9.134585704891055	0.002657212523665242	DECISION	638	638.38	0.92
2015-04-06	1	1	0	1	28	860	802	12.060095522009767	0.45528988816845417	DECISION	662	662	1
2015-04-06	1	1	0	1	29	838	816	8.783122907030277	0.21780089053641882	DECISION	676	676.43	1.08
2015-04-06	1	1	0	1	30	818	832	8.980827578792502	0.032246882435253976	DECISION	692	693.4	1.17
2015-04-06	1	1	0	1	31	802	844	6.684861703879894	0.05449145624073104	DECISION	704	706.55	1.25
2015-04-06	1	1	0	1	32	786	856	6.959999999999999	0.03123983343026815	DECISION	716	720.02	1.33
2015-04-06	1	1	0	1	33	776	864	4.94600930043606	0.04222840211300172	DECISION	724	729.09	1.42
2015-04-06	6	1	0	1	1	956	138	NA	NA	HOLDING	0	0	0
2015-04-06	6	1	0	1	2	958	142	1.476438959117511	NA	HOLDING	4	4.47	0.08
2015-04-06	6	1	0	1	3	962	144	1.476438959117511	0	HOLDING	6	8.49	0.17
2015-04-06	6	1	0	1	4	968	148	2.334454968509781	0.3217505543966422	HOLDING	10	15.62	0.25
2015-04-06	6	1	0	1	5	970	150	1.476438959117511	0.3217505543966422	HOLDING	12	18.44	0.33
2015-04-06	6	1	0	1	6	974	154	1.476438959117511	0	HOLDING	16	24.08	0.42
2015-04-06	6	1	0	1	7	976	156	1.476438959117511	0	HOLDING	18	26.91	0.5
2015-04-06	6	1	0	1	8	980	166	3.301417877215788	0.46364760900080615	HOLDING	28	36.88	0.58
2015-04-06	6	1	0	1	9	982	174	3.301417877215788	0	HOLDING	36	44.41	0.67
2015-04-06	6	1	0	1	10	986	184	3.301417877215788	0	HOLDING	46	54.92	0.75
2015-04-06	6	1	0	1	11	986	186	1.044	0.32175055439664213	HOLDING	48	56.6	0.83
2015-04-06	6	1	0	1	12	986	192	2.088	0	HOLDING	54	61.77	0.92
2015-04-06	6	1	0	1	13	986	198	2.088	0	HOLDING	60	67.08	1
2015-04-06	6	1	0	1	14	982	210	4.304522273144838	0.24497866312686423	HOLDING	72	76.55	1.08
2015-04-06	6	1	0	1	15	980	222	4.304522273144838	0	HOLDING	84	87.36	1.17
2015-04-06	6	1	0	1	16	976	232	3.301417877215788	0.07677189126977813	HOLDING	94	96.1	1.25
2015-04-06	6	1	0	1	17	974	240	3.301417877215788	0	HOLDING	102	103.58	1.33
2015-04-06	6	1	0	1	18	970	250	3.301417877215788	0	HOLDING	112	112.87	1.42
2015-04-06	6	1	0	1	19	970	252	1.044	0.32175055439664235	HOLDING	114	114.86	1.5
2015-04-06	6	1	0	1	20	968	262	3.301417877215788	0.32175055439664235	HOLDING	124	124.58	1.58
2015-04-06	6	1	0	1	21	968	264	1.044	0.32175055439664235	HOLDING	126	126.57	1.67
2015-04-06	6	1	0	1	22	968	268	1.044	0	HOLDING	130	130.55	1.75
2015-04-06	6	1	0	1	23	968	276	3.132	0	HOLDING	138	138.52	1.83
2015-04-06	6	1	0	1	24	968	292	5.22	0	HOLDING	154	154.47	1.92
2015-04-06	6	1	0	1	25	970	306	5.323376372190867	0.19739555984988066	HOLDING	168	168.58	2
2015-04-06	6	1	0	1	26	970	318	4.176	0.19739555984988066	HOLDING	180	180.54	2.08
2015-04-06	6	1	0	1	27	970	330	4.176	0	HOLDING	192	192.51	2.17
2015-04-06	6	1	0	1	28	974	344	4.642899094315965	0.22679884805388584	HOLDING	206	206.78	2.25
2015-04-06	6	1	0	1	29	974	352	2.7840000000000003	0.22679884805388584	HOLDING	214	214.76	2.33
2015-04-06	6	1	0	1	30	980	364	4.668909937019562	0.46364760900080615	HOLDING	226	227.27	2.42
2015-04-06	6	1	0	1	31	982	376	4.304522273144838	0.21866894587394214	HOLDING	238	239.42	2.5
2015-04-06	6	1	0	1	32	986	388	4.304522273144838	0	HOLDING	250	251.79	2.58
2015-04-06	6	1	0	1	33	988	400	4.304522273144838	0	HOLDING	262	263.95	2.67
2015-04-06	6	1	0	1	34	992	412	4.304522273144838	0	HOLDING	274	276.35	2.75
2015-04-06	6	1	0	1	35	994	422	3.548917581460578	0.04758310327698334	HOLDING	284	286.53	2.83
2015-04-06	6	1	0	1	36	994	430	2.8056656964078948	0.0730405653031192	HOLDING	292	294.46	2.92
2015-04-06	6	1	0	1	37	998	438	3.301417877215788	0.19739555984988066	HOLDING	300	302.93	3
2015-04-06	6	1	0	1	38	1e3	448	3.301417877215788	0	HOLDING	310	313.11	3.08
2015-04-06	6	1	0	1	39	1006	454	2.952877918235022	0.46364760900080615	HOLDING	316	319.93	3.17
2015-04-06	6	1	0	1	40	1010	460	2.334454968509781	0.32175055439664213	DECISION	322	326.5	0
2015-04-06	6	1	0	1	41	1012	464	1.5563033123398538	0	DECISION	326	330.77	0.08
2015-04-06	6	1	0	1	42	1012	480	5.9262264553423885	0.4048917862850836	DECISION	342	346.55	0.17
2015-04-06	6	1	0	1	43	1016	490	3.301417877215788	0.2629947316809196	DECISION	352	357.08	0.25
2015-04-06	6	1	0	1	44	1018	498	3.301417877215788	0	DECISION	360	365.3	0.33
2015-04-06	6	1	0	1	45	1022	508	3.301417877215788	0	DECISION	370	375.84	0.42
2015-04-06	6	1	0	1	46	1028	520	4.668909937019562	0.14189705460416402	DECISION	382	388.73	0.5
2015-04-06	6	1	0	1	47	1030	528	3.301417877215788	0.14189705460416402	DECISION	390	396.96	0.58
2015-04-06	6	1	0	1	48	1034	534	2.334454968509781	0.14189705460416402	DECISION	396	403.61	0.67
2015-04-06	6	1	0	1	49	1042	544	4.429316877352534	0.32175055439664213	DECISION	406	415.01	0.75
2015-04-06	6	1	0	1	50	1048	558	5.622112058648422	0.4048917862850834	DECISION	420	429.96	0.83
2015-04-06	6	1	0	1	51	1058	570	5.22	0.26299473168091947	DECISION	432	443.88	0.92
2015-04-06	6	1	0	1	52	1064	582	4.668909937019562	0.17985349979247822	DECISION	444	456.95	1
2015-04-06	6	1	0	1	53	1070	592	3.764195531584405	0.12435499454676135	DECISION	454	468.09	1.08
2015-04-06	6	1	0	1	54	1076	600	3.764195531584405	0	DECISION	462	477.33	1.17
2015-04-06	6	1	0	1	55	1080	606	2.5094636877229366	0	DECISION	468	484.15	1.25
2015-04-06	6	1	0	1	56	1084	612	2.7179668872155154	0.10673567264913564	DECISION	474	490.98	1.33
2015-04-06	6	1	0	1	57	1084	616	1.044	0.6947382761967031	DECISION	478	494.84	1.42
2015-04-06	6	1	0	1	58	1088	622	2.334454968509781	0.46364760900080615	DECISION	484	501.68	1.5
2015-04-06	6	1	0	1	59	1090	624	1.476438959117511	0.32175055439664213	DECISION	486	504.13	1.58
2015-04-06	6	1	0	1	60	1090	630	2.088	0.7853981633974483	DECISION	492	509.92	1.67
2015-04-06	6	1	0	1	61	1090	640	3.132	0	DECISION	502	519.58	1.75
2015-04-06	6	1	0	1	62	1094	652	4.304522273144838	0.244978663126864	DECISION	514	532.2	1.83
2015-04-06	6	1	0	1	63	1096	664	4.304522273144838	0	DECISION	526	544.31	1.92
2015-04-06	6	1	0	1	64	1096	672	3.132	0.244978663126864	DECISION	534	552.05	2
2015-04-06	6	1	0	1	65	1106	684	5.22	0.6435011087932844	DECISION	546	566.23	2.08
2015-04-06	6	1	0	1	66	1118	704	8.11668503762466	0.10308160852270032	DECISION	566	588.73	2.17
2015-04-06	6	1	0	1	67	1124	714	4.05834251881233	0	DECISION	576	600	2.25
2015-04-06	6	1	0	1	68	1130	726	4.668909937019562	0.0767718912697779	DECISION	588	613.2	2.33
2015-04-06	6	1	0	1	69	1136	736	3.764195531584405	0.12435499454676135	DECISION	598	624.5	2.42
2015-04-06	6	1	0	1	70	1138	744	3.301417877215788	0.2662520491509254	DECISION	606	632.74	2.5
2015-04-06	6	1	0	1	71	1138	754	3.132	0.32175055439664213	DECISION	616	642.32	2.58
2015-04-06	6	1	0	1	72	1138	766	4.176	0	DECISION	628	653.84	2.67
2015-04-06	6	1	0	1	73	1138	774	3.132	0	DECISION	636	661.53	2.75
2015-04-06	6	1	0	1	74	1136	786	4.304522273144838	0.24497866312686423	DECISION	648	672.54	2.83
2015-04-06	6	1	0	1	75	1136	796	3.132	0.24497866312686423	DECISION	658	682.18	2.92
2015-04-06	6	1	0	1	76	1134	806	3.8437856339811662	0.09065988720074514	DECISION	668	691.31	3
2015-04-06	6	1	0	1	77	1132	810	1.5563033123398538	0.372987721800061	DECISION	672	694.67	3.08
2015-04-06	6	1	0	1	78	1132	814	1.044	0.46364760900080615	DECISION	676	698.54	3.17
2015-04-06	6	1	0	1	79	1132	816	1.044	0	DECISION	678	700.47	3.25
2015-04-06	6	1	0	1	80	1126	828	4.668909937019562	0.46364760900080615	DECISION	690	710.63	3.33
2015-04-06	6	1	0	1	81	1116	840	5.413609516764207	0.32175055439664213	DECISION	702	720	3.42
2015-04-06	6	1	0	1	82	1108	846	3.4450242379408595	0	DECISION	708	724.13	3.5
2015-04-06	6	1	0	1	83	1102	852	2.952877918235022	0	DECISION	714	728.77	3.58
2015-04-06	6	1	0	1	84	1096	858	2.952877918235022	0	DECISION	720	733.48	3.67
2015-04-06	6	1	0	1	85	1090	862	2.334454968509781	0.32175055439664213	DECISION	724	736.3	3.75
2015-04-06	6	1	0	1	86	1088	864	1.476438959117511	0.32175055439664213	DECISION	726	737.9	3.83
2015-04-06	6	1	0	1	87	1084	868	1.476438959117511	0	DECISION	730	741.14	3.92
2015-04-06	6	1	0	1	88	1078	870	2.334454968509781	0.32175055439664213	DECISION	732	742.1	4
2015-04-06	6	1	0	1	89	1074	872	1.774458790730289	0.2662520491509257	DECISION	734	743.42	4.08
2015-04-06	6	1	0	1	90	1070	874	1.5563033123398538	0.2662520491509257	DECISION	736	744.78	4.17
2015-04-06	6	1	0	1	91	1070	876	1.044	1.1071487177940904	DECISION	738	746.75	4.25
2015-04-06	6	1	0	1	92	1076	882	2.952877918235022	0.7853981633974483	DECISION	744	753.62	4.33
2015-04-06	6	1	0	1	93	1084	882	3.132	0.7853981633974483	DECISION	744	754.93	4.42
2015-04-06	6	1	0	1	94	1094	888	3.764195531584405	0.5880026035475675	DECISION	750	762.59	4.5
2015-04-06	6	1	0	1	95	1102	892	2.9733133033705004	0.22923193327699526	DECISION	754	768.01	4.58
2015-04-06	20	1	0	0	1	962	138	NA	NA	HOLDING	0	0	0
2015-04-06	20	1	0	0	2	952	148	4.429316877352534	NA	HOLDING	10	14.14	0.08
2015-04-06	20	1	0	0	3	944	160	5.22	0.14189705460416402	HOLDING	22	28.43	0.17
2015-04-06	20	1	0	0	4	934	168	4.429316877352534	0.14189705460416402	HOLDING	30	41.04	0.25
2015-04-06	20	1	0	0	5	926	180	5.22	0.14189705460416402	HOLDING	42	55.32	0.33
2015-04-06	20	1	0	0	6	920	190	3.764195531584405	0.05549850524571687	HOLDING	52	66.84	0.42
2015-04-06	20	1	0	0	7	914	198	3.764195531584405	0	HOLDING	60	76.84	0.5
2015-04-06	20	1	0	0	8	908	210	4.668909937019562	0.12435499454676124	HOLDING	72	90	0.58
2015-04-06	20	1	0	0	9	902	222	4.668909937019562	0	HOLDING	84	103.23	0.67
2015-04-06	20	1	0	0	10	892	238	6.087513778218493	0.0767718912697779	HOLDING	100	122.07	0.75
2015-04-06	20	1	0	0	11	886	250	4.668909937019562	0.0767718912697779	HOLDING	112	135.35	0.83
2015-04-06	20	1	0	0	12	880	262	5.138158424961223	0.03029375991877492	HOLDING	124	148.66	0.92
2015-04-06	20	1	0	0	13	874	276	5.17339192406684	0.15091742849887768	HOLDING	138	163.67	1
2015-04-06	20	1	0	0	14	866	294	7.003364905529342	0.12062366858010276	HOLDING	156	183.17	1.08
2015-04-06	20	1	0	0	15	860	306	4.668909937019562	0	HOLDING	168	196.54	1.17
2015-04-06	20	1	0	0	16	854	322	5.622112058648422	0.08314123188844125	HOLDING	184	213.35	1.25
2015-04-06	20	1	0	0	17	850	330	3.301417877215788	0.05875582271572255	HOLDING	192	222.28	1.33
2015-04-06	20	1	0	0	18	850	342	4.176	0.32175055439664235	HOLDING	204	232.72	1.42
2015-04-06	20	1	0	0	19	856	354	4.668909937019562	0.46364760900080615	HOLDING	216	240.61	1.5
2015-04-06	20	1	0	0	20	868	370	6.684861703879894	0.21109333322274648	HOLDING	232	250.32	1.58
2015-04-06	20	1	0	0	21	884	388	8.153900661646547	0.01999733397315051	HOLDING	250	261.89	1.67
2015-04-06	20	1	0	0	22	902	406	8.858633754705068	0.09065988720074514	HOLDING	268	274.63	1.75
2015-04-06	20	1	0	0	23	916	424	7.9356209586899995	0.12435499454676147	HOLDING	286	289.68	1.83
2015-04-06	20	1	0	0	24	930	450	10.276316849922447	0.16710179993110574	HOLDING	312	313.64	1.92
2015-04-06	20	1	0	0	25	944	484	12.795804312351763	0.10333432522189434	DECISION	346	346.47	0
2015-04-06	20	1	0	0	26	952	520	12.8336058845517	0.1719380978237448	DECISION	382	382.13	0.08
2015-04-06	20	1	0	0	27	956	550	10.532391181493402	0.08611741357726799	DECISION	412	412.04	0.17
2015-04-06	20	1	0	0	28	966	580	11.335402242532023	0.17949058926585937	DECISION	442	442.02	0.25
2015-04-06	20	1	0	0	29	976	610	10.793611443812493	0.05050211570197427	DECISION	472	472.21	0.33
2015-04-06	20	1	0	0	30	988	642	12.105198883124556	0.040793682867865444	DECISION	504	504.67	0.42
2015-04-06	20	1	0	0	31	994	664	7.703308380170172	0	DECISION	526	526.97	0.5
2015-04-06	20	1	0	0	32	998	684	7.382194795587557	0.17985349979247833	DECISION	546	547.19	0.58
2015-04-06	20	1	0	0	33	1006	710	9.466623474079867	0.15660187698201544	DECISION	572	573.69	0.67
2015-04-06	20	1	0	0	34	1012	736	9.034605470080031	0.025490228499468692	DECISION	598	600.09	0.75
2015-04-06	20	1	0	0	35	1018	754	6.602835754431576	0.04874185130993158	DECISION	616	618.54	0.83
2015-04-06	20	1	0	0	36	1024	772	6.602835754431576	0	DECISION	634	637.02	0.92
2015-04-06	20	1	0	0	37	1036	784	5.9262264553423885	0.3805063771123649	DECISION	646	650.22	1
2015-04-06	20	1	0	0	38	1064	804	11.974436771723337	0.24828990930306805	DECISION	666	673.77	1.08
2015-04-06	20	1	0	0	39	1090	820	10.74863786719043	0.11315098159048453	DECISION	682	693.91	1.17
2015-04-06	20	1	0	0	40	1118	834	10.74863786719043	0	DECISION	696	713.27	1.25
2015-04-06	20	1	0	0	41	1134	846	7.046462942498172	0.06720632578236485	DECISION	708	728.59	1.33
2015-04-06	16	1	0	0	1	1014	138	NA	NA	HOLDING	0	0	0
2015-04-06	16	1	0	0	2	1012	148	3.151274028071821	NA	HOLDING	10	10.2	0.08
2015-04-06	16	1	0	0	3	1010	156	3.301417877215788	0.2110933332227467	HOLDING	18	18.44	0.17
2015-04-06	16	1	0	0	4	1006	168	4.304522273144838	0.07677189126977813	HOLDING	30	31.05	0.25
2015-04-06	16	1	0	0	5	1006	174	2.088	0.24497866312686423	HOLDING	36	36.88	0.33
2015-04-06	16	1	0	0	6	1006	184	3.132	0	HOLDING	46	46.69	0.42
2015-04-06	16	1	0	0	7	1012	196	4.668909937019562	0.46364760900080615	HOLDING	58	58.03	0.5
2015-04-06	16	1	0	0	8	1018	208	4.668909937019562	0	HOLDING	70	70.11	0.58
2015-04-06	16	1	0	0	9	1022	214	2.334454968509781	0	HOLDING	76	76.42	0.67
2015-04-06	16	1	0	0	10	1028	222	3.764195531584405	0.12435499454676135	HOLDING	84	85.16	0.75
2015-04-06	16	1	0	0	11	1028	228	2.088	0.5880026035475675	HOLDING	90	91.08	0.83
2015-04-06	16	1	0	0	12	1028	256	9.396	0	HOLDING	118	118.83	0.92
2015-04-06	16	1	0	0	13	1024	282	9.453822084215464	0.11065722117389565	HOLDING	144	144.35	1
2015-04-06	16	1	0	0	14	1022	310	9.453822084215464	0	HOLDING	172	172.19	1.08
2015-04-06	16	1	0	0	15	1018	346	12.571424740259156	0.0275159892854544	HOLDING	208	208.04	1.17
2015-04-06	16	1	0	0	16	1018	394	16.704	0.08314123188844125	HOLDING	256	256.03	1.25
2015-04-06	16	1	0	0	17	1014	420	9.213788797232112	0.1899882879187158	HOLDING	282	282	1.33
2015-04-06	16	1	0	0	18	992	478	21.587222887624986	0.17255594934579177	DECISION	340	340.71	0
2015-04-06	16	1	0	0	19	992	506	9.744	0.3625442372645076	DECISION	368	368.66	0.08
2015-04-06	16	1	0	0	20	1010	546	15.582474771357724	0.4136892132788632	DECISION	408	408.02	0.17
2015-04-06	16	1	0	0	21	1016	568	7.600434724408862	0.135389554273752	DECISION	430	430	0.25
2015-04-06	16	1	0	0	22	1024	584	6.538326391363466	0.16154292381062496	DECISION	446	446.11	0.33
2015-04-06	16	1	0	0	23	1034	610	9.370186764414038	0.05933620570337128	DECISION	472	472.42	0.42
2015-04-06	16	1	0	0	24	1058	654	17.748	0.10945094914136333	DECISION	516	517.87	0.5
2015-04-06	16	1	0	0	25	1066	686	11.478726061719566	0.24497866312686423	DECISION	548	550.46	0.58
2015-04-06	16	1	0	0	26	1084	736	18.28904721411151	0.12492740432969351	DECISION	598	602.08	0.67
2015-04-06	16	1	0	0	27	1104	766	12.653042638037698	0.17994711522002738	DECISION	628	634.42	0.75
2015-04-06	16	1	0	0	28	1114	786	7.9432476985172755	0.04700997174872423	DECISION	648	655.67	0.83
2015-04-06	16	1	0	0	29	1120	798	4.668909937019562	0.03919560192705451	DECISION	660	668.46	0.92
2015-04-06	16	1	0	0	30	1126	814	5.622112058648422	0.08314123188844125	DECISION	676	685.22	1
2015-04-06	16	1	0	0	31	1130	822	3.301417877215788	0.05875582271572277	DECISION	684	693.77	1.08
2015-04-06	16	1	0	0	32	1136	838	5.622112058648422	0.05875582271572277	DECISION	700	710.55	1.17
2015-04-06	17	1	0	0	1	1052	144	NA	NA	HOLDING	0	0	0
2015-04-06	17	1	0	0	2	1052	150	2.088	NA	HOLDING	6	6	0.08
2015-04-06	17	1	0	0	3	1052	156	2.088	0	HOLDING	12	12	0.17
2015-04-06	17	1	0	0	4	1052	162	2.088	0	HOLDING	18	18	0.25
2015-04-06	17	1	0	0	5	1052	172	3.132	0	HOLDING	28	28	0.33
2015-04-06	17	1	0	0	6	1052	184	4.176	0	HOLDING	40	40	0.42
2015-04-06	17	1	0	0	7	1054	192	3.301417877215788	0.32175055439664213	HOLDING	48	48.04	0.5
2015-04-06	17	1	0	0	8	1058	202	3.301417877215788	0	HOLDING	58	58.31	0.58
2015-04-06	17	1	0	0	9	1058	208	2.088	0.32175055439664213	HOLDING	64	64.28	0.67
2015-04-06	17	1	0	0	10	1058	220	4.176	0	HOLDING	76	76.24	0.75
2015-04-06	17	1	0	0	11	1060	234	5.266195590746701	0.13255153229667394	HOLDING	90	90.35	0.83
2015-04-06	17	1	0	0	12	1072	246	6.156748492508038	0.6928253182240643	HOLDING	102	103.94	0.92
2015-04-06	17	1	0	0	13	1072	258	4.176	0.8253768505207383	HOLDING	114	115.74	1
2015-04-06	17	1	0	0	14	1072	270	4.176	0	HOLDING	126	127.58	1.08
2015-04-06	17	1	0	0	15	1072	270	0	1.5707963267948966	HOLDING	126	127.58	1.17
2015-04-06	17	1	0	0	16	1076	268	1.476438959117511	0.7853981633974483	HOLDING	124	126.3	1.25
2015-04-06	17	1	0	0	17	1076	256	4.176	0.7853981633974483	HOLDING	112	114.54	1.33
2015-04-06	17	1	0	0	18	1072	244	4.304522273144838	0.24497866312686423	HOLDING	100	101.98	1.42
2015-04-06	17	1	0	0	19	1072	232	3.8437856339811662	0.1543187759261191	HOLDING	88	90.24	1.5
2015-04-06	17	1	0	0	20	1070	226	2.5334782414696204	0.1876397718043663	HOLDING	82	83.95	1.58
2015-04-06	17	1	0	0	21	1070	216	3.132	0.27829965900511144	HOLDING	72	74.22	1.67
2015-04-06	17	1	0	0	22	1070	208	2.7840000000000003	0	HOLDING	64	66.48	1.75
2015-04-06	17	1	0	0	23	1070	206	0.6960000000000001	0	HOLDING	62	64.56	1.83
2015-04-06	17	1	0	0	24	1070	206	0	1.5707963267948966	HOLDING	62	64.56	1.92
2015-04-06	17	1	0	0	25	1070	208	0.6960000000000001	1.5707963267948966	HOLDING	64	66.48	2
2015-04-06	17	1	0	0	26	1070	226	5.916	0	HOLDING	82	83.95	2.08
2015-04-06	17	1	0	0	27	1070	238	4.176	0	HOLDING	94	95.71	2.17
2015-04-06	17	1	0	0	28	1070	252	5.22	0	HOLDING	108	109.49	2.25
2015-04-06	17	1	0	0	29	1070	262	3.4799999999999995	0	HOLDING	118	119.36	2.33
2015-04-06	17	1	0	0	30	1070	276	4.872	0	HOLDING	132	133.22	2.42
2015-04-06	17	1	0	0	31	1070	292	5.22	0	HOLDING	148	149.09	2.5
2015-04-06	17	1	0	0	32	1068	306	4.921463197058371	0.14189705460416402	HOLDING	162	162.79	2.58
2015-04-06	17	1	0	0	33	1066	316	3.497356716150069	0.04222840211300194	HOLDING	172	172.57	2.67
2015-04-06	17	1	0	0	34	1064	328	4.304522273144838	0.14531001063570215	HOLDING	184	184.39	2.75
2015-04-06	17	1	0	0	35	1064	336	3.132	0.24497866312686423	HOLDING	192	192.37	2.83
2015-04-06	17	1	0	0	36	1060	346	3.301417877215788	0.32175055439664235	HOLDING	202	202.16	2.92
2015-04-06	17	1	0	0	37	1060	352	2.088	0.32175055439664235	HOLDING	208	208.15	3
2015-04-06	17	1	0	0	38	1058	360	3.301417877215788	0.32175055439664235	HOLDING	216	216.08	3.08
2015-04-06	17	1	0	0	39	1048	376	6.087513778218493	0.2186689458739417	HOLDING	232	232.03	3.17
2015-04-06	17	1	0	0	40	1042	394	6.602835754431576	0.2186689458739417	HOLDING	250	250.2	3.25
2015-04-06	17	1	0	0	41	1040	406	4.304522273144838	0.07677189126977813	HOLDING	262	262.27	3.33
2015-04-06	17	1	0	0	42	1036	420	5.323376372190867	0.04758310327698334	HOLDING	276	276.46	3.42
2015-04-06	17	1	0	0	43	1034	436	5.323376372190867	0	HOLDING	292	292.55	3.5
2015-04-06	17	1	0	0	44	1030	460	8.416997089223685	0.07304056530311942	HOLDING	316	316.76	3.58
2015-04-06	17	1	0	0	45	1028	480	7.382194795587557	0.017542060057402553	DECISION	336	336.86	0
